state,county,Median Household Income (5y Average),Median Household Income for +7-person Households (5y Avg.),Median Household Income for 1-person Households (5y Avg.),Median Household Income for 2-person Households (5y Avg.),Median Household Income for 3-person Households (5y Avg.),Median Household Income for 4-person Households (5y Avg.),Median Household Income for 5-person Households (5y Avg.),Median Household Income for 6-person Households (5y Avg.),Percent Below Federal Poverty Level (1y Avg.),Percent Below Federal Poverty Level (5y Avg.),Percent of +4 Person Households with +3 Workers (5y Avg.),Percent of +4 Person Households with 1 Worker (5y Avg.),Percent of +4 Person Households with 2 Workers (5y Avg.),Percent of +4 Person Households with No Workers (5y Avg.),Percent of 1 Person Households with 1 Worker (5y Avg.),Percent of 1 Person Households with No Workers (5y Avg.),Percent of 2 Person Households with 1 Worker (5y Avg.),Percent of 2 Person Households with 2 Workers (5y Avg.),Percent of 2 Person Households with No Workers (5y Avg.),Percent of 3 Person Households with 1 Worker (5y Avg.),Percent of 3 Person Households with 2 Workers (5y Avg.),Percent of 3 Person Households with 3 Workers (5y Avg.),Percent of 3 Person Households with No Workers (5y Avg.),Percent of Senior Population Below Federal Poverty Level (1y Avg.),Percent of Senior Population Below Federal Poverty Level (5y Avg.),Percentage of Total Housing Units that are Vacant (1y Avg.),Percentage of Total Housing Units that are Vacant (5y Avg.),Senior Unemployment Rate (1y Avg.),Senior Unemployment Rate (5y Avg.),Unemployment Rate (1y Avg.),Unemployment Rate (5y Avg.)
 California,Glenn County,41699.0,57202.0,17381.0,51003.0,44079.0,56385.0,51605.0,56023.0,,0.20253440737724301,0.1377225369215012,0.3842794895172119,0.3859590291976929,0.0920389667153358,0.3347982466220856,0.6652017831802368,0.3960838317871094,0.2215733379125595,0.3823428452014923,0.4865248203277588,0.2184397131204605,0.0744680836796761,0.2205673754215241,,0.1055209711194038,,0.1002292558550835,,0.0920634940266609,,0.0992547422647476
 California,Humboldt County,42685.0,95632.0,22758.0,50327.0,49663.0,65675.0,51533.0,64792.0,0.2022776454687119,0.2096159011125565,0.1504959017038345,0.3455153107643127,0.4202242493629456,0.0837645530700684,0.4303227663040161,0.5696772336959839,0.3699030578136444,0.30291840434074396,0.3271785378456116,0.3665795028209686,0.3455360531806946,0.1055908352136612,0.1822936087846756,0.0915208086371422,0.0769525393843651,0.1297629475593567,0.1326739937067032,0.0867163762450218,0.0405217856168747,0.0873445570468903,0.0944308862090111
 California,Imperial County,42560.0,65833.0,15980.0,39722.0,44844.0,58217.0,61431.0,59487.0,0.2463860064744949,0.2409807592630386,0.1676074117422104,0.3833083808422089,0.3484045565128326,0.1006796434521675,0.3433266580104828,0.6566733121871948,0.3916285037994385,0.1921315044164658,0.416240006685257,0.4330642223358154,0.2961802482604981,0.0497650317847729,0.2209904789924622,0.1814881712198257,0.1679196506738663,0.1983236372470856,0.1750957667827606,0.0,0.0877058580517769,0.1360586285591126,0.1696280241012573
 California,Inyo County,47278.0,250001.0,29576.0,61375.0,70606.0,72266.0,83125.0,105781.0,,0.1075906455516815,0.2826855182647705,0.1961130797863007,0.4779151976108551,0.0432862192392349,0.4661073684692383,0.5338926315307617,0.3155025541782379,0.2722316980361939,0.4122657477855682,0.3434125185012817,0.4838013052940369,0.0982721373438835,0.0745140388607979,,0.0932191088795662,,0.1551561057567596,,0.0715630874037743,,0.0625634118914604
 California,Kern County,49788.0,58911.0,27716.0,54164.0,57852.0,60885.0,53127.0,51074.0,0.2266276627779007,0.2314787954092026,0.1452320963144302,0.3921043276786804,0.3697290420532227,0.0929345116019249,0.461031436920166,0.538968563079834,0.3761834800243378,0.284927099943161,0.3388894200325012,0.3960365951061249,0.354698657989502,0.0877643451094627,0.1615003943443298,0.1186505481600761,0.1158674508333206,0.0812999606132507,0.095848836004734,0.0592085905373096,0.0671485960483551,0.113932378590107,0.1189576908946037
 California,Kings County,47241.0,54718.0,26976.0,49758.0,53554.0,58253.0,55065.0,49578.0,0.1598887890577316,0.2159573882818222,0.1353177130222321,0.3698543310165405,0.40250509977340704,0.0923228487372398,0.4532849490642548,0.5467150211334229,0.415327250957489,0.309693455696106,0.27497929334640503,0.3796355426311493,0.3645979464054108,0.0827067643404007,0.1730597615242004,0.1018125936388969,0.1049456000328064,,0.0674704685807228,0.0,0.030212976038456,0.0627212226390839,0.1091381385922432
 California,Lake County,36132.0,71042.0,19781.0,47295.0,45291.0,49900.0,68750.0,48477.0,0.2043120861053467,0.2459731549024582,0.1281028389930725,0.2967641949653626,0.3947251737117767,0.1804078072309494,0.2596520483493805,0.7403479218482971,0.3641746938228607,0.1939304172992706,0.4418948888778687,0.4356900453567505,0.2551526129245758,0.0516566671431065,0.2575006484985352,0.0814202204346657,0.0924207344651222,0.3090511560440064,0.258889228105545,,0.1176753118634224,,0.1367659568786621
 California,Lassen County,51457.0,72596.0,27207.0,56997.0,72530.0,65313.0,73750.0,79167.0,,0.1619186252355576,0.1078680232167244,0.3381979763507843,0.4054568409919739,0.1484771519899368,0.4178151190280914,0.5821848511695862,0.3583959937095642,0.2734614312648773,0.3681425750255585,0.41427519917488104,0.3443708717823029,0.0875643864274025,0.1537895500659943,,0.071769692003727,,0.2461103200912476,,0.0817717239260674,,0.0939182415604591
 California,Los Angeles County,57952.0,77825.0,33103.0,64850.0,67745.0,74046.0,65150.0,67087.0,0.163007989525795,0.1780818402767181,0.2498527765274048,0.3194520473480225,0.3746723532676697,0.0560228079557419,0.5519166588783264,0.4480833113193512,0.3667543232440949,0.3745395243167877,0.258706122636795,0.3832036256790161,0.3871874213218689,0.12335781753063198,0.1062511131167412,0.1285939365625382,0.1318594813346863,0.0551256500184536,0.05483510717749599,0.0495878905057907,0.0643572583794594,0.0659669414162636,0.0890314280986786
 California,Madera County,45742.0,66084.0,23412.0,53881.0,49464.0,45769.0,56003.0,47656.0,0.2031883150339127,0.2206043303012848,0.1508454233407974,0.3259451687335968,0.3032106757164002,0.2199987322092056,0.3353971838951111,0.6646028161048889,0.3327881693840027,0.2130062282085419,0.4542056024074554,0.3874353766441345,0.3224189281463623,0.065799780189991,0.2243459224700928,0.1040646210312843,0.1119074001908302,0.1085748448967934,0.1162627413868904,0.0,0.0342465750873089,0.110237829387188,0.0820008739829063
 California,Marin County,100310.0,103015.0,49266.0,114242.0,141035.0,169209.0,136538.0,123813.0,0.0777807980775833,0.0807783454656601,0.1707467436790466,0.3312458395957947,0.4610968828201294,0.0369105227291584,0.5054026842117311,0.494597315788269,0.3594871461391449,0.3813008964061737,0.2592119872570038,0.3442857265472412,0.4640909135341644,0.1330519467592239,0.0585714280605316,0.0526922941207886,0.0526151284575462,0.0533197484910488,0.0622845366597176,0.0173602849245071,0.0265586469322443,0.0423081964254379,0.051021371036767994
 California,Mariposa County,49265.0,,22946.0,56744.0,58000.0,76782.0,81736.0,61250.0,,0.1632010042667389,0.1592409312725067,0.3869636952877045,0.367986798286438,0.0858085826039314,0.3014971613883972,0.6985028386116028,0.2681203782558441,0.2205159664154053,0.5113636255264282,0.3858823478221893,0.4152941107749939,0.0435294099152088,0.1552941203117371,,0.0909514725208282,,0.2871105074882507,,0.0871491879224777,,0.098076194524765
 California,Mendocino County,43510.0,100288.0,21284.0,57021.0,63288.0,54527.0,52220.0,54889.0,0.195474699139595,0.2019278854131699,0.1590641587972641,0.3685991764068604,0.3728663921356201,0.09947028011083599,0.3738052248954773,0.6261947751045227,0.3612569868564606,0.2961687445640564,0.34257426857948303,0.4015317261219025,0.3660831451416016,0.0980306342244148,0.1343544870615006,0.0778186768293381,0.0884366482496262,0.1279075443744659,0.1446123570203781,0.0249221175909042,0.0531788468360901,0.1033843606710434,0.1093685775995255
 California,Merced County,44397.0,56843.0,23706.0,49943.0,47394.0,50749.0,51445.0,50864.0,0.2026878595352173,0.2422299087047577,0.147850900888443,0.3902283310890198,0.335224986076355,0.1266957670450211,0.3859637081623077,0.6140363216400146,0.3952567279338837,0.2535452246665955,0.3511980473995209,0.4146160781383514,0.3323450982570648,0.0624073520302773,0.1906314790248871,0.1120738685131073,0.1105835884809494,0.0769139677286148,0.0687306895852089,0.0308177620172501,0.0777115598320961,0.1439248919487,0.1572020202875137
 California,Modoc County,41194.0,,21326.0,51477.0,52344.0,54327.0,43750.0,50357.0,,0.1692729145288467,0.09309791028499599,0.2423755973577499,0.5393258333206177,0.1252006441354752,0.3831919729709625,0.6168079972267151,0.3131101727485657,0.2524407207965851,0.4344491064548492,0.5284810066223145,0.3132911324501038,0.0253164563328028,0.1329113990068436,,0.1356258392333984,,0.2998855412006378,,0.0,,0.0683377310633659
 California,Mono County,58937.0,,42344.0,75741.0,80453.0,60052.0,50106.0,,,0.0876865684986115,0.1074856072664261,0.3570057451725006,0.4683301448822022,0.0671785026788712,0.6670588254928589,0.3329411745071411,0.3548085987567902,0.4299719929695129,0.2152194231748581,0.2487223148345947,0.5264054536819458,0.2095400393009186,0.0153321977704763,,0.0539161451160908,,0.6294285655021667,,0.0,,0.0794219523668289
 California,Monterey County,60889.0,75965.0,36509.0,74767.0,67053.0,65710.0,58836.0,61688.0,0.1250792890787125,0.1609659492969513,0.263197660446167,0.3062547147274017,0.36742779612541204,0.0631198063492775,0.4834104180335999,0.5165895819664001,0.368265300989151,0.3277594745159149,0.3039752244949341,0.3855616450309753,0.3905134201049805,0.0994005724787712,0.1245243698358536,0.0813757330179214,0.0923986658453941,0.1041762828826904,0.0973396375775337,0.0339752919971943,0.0517581179738045,0.0444387756288052,0.0665234848856926
 California,Napa County,74609.0,106688.0,37932.0,85924.0,96223.0,90038.0,82969.0,95144.0,0.0725657716393471,0.0881289169192314,0.2840650379657745,0.2581481337547302,0.4336762726306915,0.0241105780005455,0.4385074079036713,0.5614925622940063,0.3211652338504791,0.3717514872550964,0.3070832788944244,0.3018990755081177,0.4847814738750458,0.1439906358718872,0.0693288221955299,0.0918698757886887,0.0746034532785416,0.103862427175045,0.0969241037964821,0.0073018078692257,0.0484618619084358,0.0489414073526859,0.0656031221151352
 California,Nevada County,57429.0,75865.0,32651.0,66643.0,68636.0,88931.0,102476.0,63750.0,0.107129380106926,0.1210617870092392,0.1636971086263657,0.3798918128013611,0.3930957615375519,0.0633153021335602,0.3878500759601593,0.6121499538421631,0.3420772254467011,0.2568687796592712,0.4010539948940277,0.3555595278739929,0.3600285947322846,0.1042188033461571,0.1801930665969849,0.0707086473703384,0.0723522379994392,0.2669318914413452,0.2206847220659256,0.0495433807373047,0.0673738569021225,0.0497926250100136,0.0873162597417831
 California,Orange County,78145.0,87357.0,42030.0,83428.0,92276.0,103684.0,90232.0,81986.0,0.1103246361017227,0.12457813322544099,0.2802425920963287,0.2891272008419037,0.3938122093677521,0.0368180125951767,0.5271773934364319,0.4728226065635681,0.3492268323898315,0.3853090405464172,0.2654641270637512,0.3436300158500671,0.4231221675872803,0.1508227586746216,0.08242505788803099,0.0884692221879959,0.08700892329215999,0.0483918748795986,0.0471439324319363,0.0417054668068886,0.0498499386012554,0.0502975471317768,0.0675179585814476
 California,Placer County,76926.0,111269.0,36581.0,78183.0,98648.0,114960.0,112285.0,110771.0,0.0742848515510559,0.0869603082537651,0.1604255139827728,0.3117109537124634,0.487115204334259,0.0407483279705048,0.4188136756420136,0.5811863541603088,0.3208159506320953,0.2997520565986633,0.3794319927692413,0.3642632961273193,0.4207172095775604,0.1264624744653702,0.0885570272803307,0.0923363417387009,0.0698604807257652,0.1339470446109772,0.1270520836114883,0.0202200692147017,0.0526734031736851,0.0480693280696869,0.0699155330657959
 California,Plumas County,50125.0,,27098.0,61176.0,67303.0,54773.0,80152.0,85880.0,,0.1277569085359573,0.0876132920384407,0.4063444137573242,0.4342900216579437,0.0717522650957108,0.3221831023693085,0.6778169274330139,0.2849114835262299,0.245012640953064,0.4700758755207062,0.4012251198291779,0.4441041350364685,0.0275650843977928,0.1271056681871414,,0.0650999024510384,,0.44752436876296997,,0.0750988125801086,,0.1177534013986588
 California,Riverside County,57972.0,73376.0,29067.0,61389.0,67141.0,71049.0,69755.0,72152.0,0.1531040072441101,0.1645586937665939,0.1989566534757614,0.3604461550712585,0.3738483488559723,0.0667488351464272,0.4265275299549103,0.5734724998474121,0.3517981767654419,0.2719253897666931,0.376276433467865,0.3980332016944885,0.3691509366035461,0.1035117581486702,0.1293041259050369,0.1058916077017784,0.097693994641304,0.1272510141134262,0.1230696067214012,0.066616028547287,0.0749899595975876,0.0823667049407959,0.1128435060381889
 California,Sacramento County,57509.0,68496.0,34307.0,65323.0,68245.0,76979.0,68663.0,68533.0,0.1640633642673492,0.1788211613893509,0.1671875566244125,0.3464741110801697,0.4015087783336639,0.0848295465111732,0.495184600353241,0.5048153996467589,0.3595418632030487,0.3392012417316437,0.3012568950653076,0.3825221359729767,0.3849171996116638,0.1015188694000244,0.1310417801141739,0.1095760390162468,0.1016897708177567,0.0510362982749939,0.0575281642377377,0.019764656201005,0.0635270774364471,0.0660279914736748,0.1022341698408127
 California,San Benito County,73814.0,95000.0,34396.0,69826.0,79868.0,98125.0,87143.0,68750.0,,0.1078757643699646,0.2624961137771606,0.2390561997890472,0.4552933871746063,0.0431542992591858,0.4792876541614533,0.5207123756408691,0.3810079693794251,0.3204903602600098,0.2985016405582428,0.3778673410415649,0.3285802900791168,0.1069435849785805,0.1866088062524796,,0.0896686911582947,,0.0387562699615955,,0.0948487296700478,,0.1074524000287056
 California,San Bernardino County,54469.0,72142.0,27884.0,56062.0,62322.0,69334.0,62453.0,64771.0,0.1770734041929245,0.1912363618612289,0.2007558643817902,0.357197105884552,0.3578946888446808,0.0841523408889771,0.4668393135070801,0.5331606864929199,0.3849537968635559,0.2955102026462555,0.3195360004901886,0.4066148102283478,0.35762542486190796,0.09502774477005001,0.14073200523853302,0.0968256667256355,0.1057496294379234,0.1110806241631508,0.1225915476679802,0.0249756909906864,0.0624557100236416,0.0846983343362808,0.1085319668054581
 California,San Diego County,66529.0,85872.0,37898.0,74603.0,79518.0,88968.0,76656.0,77116.0,0.1232230141758919,0.1399583369493485,0.2196427881717682,0.33317339420318604,0.3944539427757263,0.0527298711240292,0.5333263278007507,0.4666736423969269,0.3466603457927704,0.3848780691623688,0.2684615850448608,0.3647617697715759,0.4057146608829498,0.1240145340561867,0.1055090352892876,0.0836747884750366,0.0896227732300758,0.0662751123309135,0.0638432055711746,0.0321628749370575,0.0581175945699215,0.0599080510437489,0.0748184323310852
 California,San Francisco County,87701.0,131163.0,50460.0,111252.0,113660.0,132811.0,116132.0,103970.0,0.1013700738549233,0.1245336532592773,0.337870329618454,0.2320820987224579,0.3937930762767792,0.0362544767558575,0.5898852348327637,0.4101147651672363,0.2946240901947022,0.5128095746040344,0.1925663501024246,0.3022566437721252,0.4044806063175201,0.2099260091781616,0.083336740732193,0.1177153587341309,0.1365559995174408,0.0804484486579895,0.0719499439001083,0.0242459028959274,0.0359032489359379,0.0454112030565739,0.0618500113487244
 California,San Joaquin County,55045.0,74001.0,26624.0,57734.0,62158.0,68243.0,67843.0,68555.0,0.1435594707727432,0.1776418834924698,0.1820511519908905,0.360045850276947,0.3753058314323425,0.0825971588492393,0.42741698026657104,0.572583019733429,0.385550856590271,0.2755260467529297,0.3389231264591217,0.3945340514183044,0.3500066697597504,0.0947873592376709,0.1606719046831131,0.0987910330295563,0.0965582653880119,0.0544680766761303,0.0633264929056168,0.0646192207932472,0.0734994485974312,0.0873791053891182,0.1191516146063805
 California,San Luis Obispo County,64014.0,101161.0,32990.0,75261.0,81999.0,80935.0,71103.0,85545.0,0.1063433289527893,0.1416028887033463,0.2186015844345093,0.2873935997486115,0.4496167898178101,0.0443880185484886,0.4580897390842438,0.5419102311134338,0.3170343041419983,0.3396323621273041,0.3433333337306976,0.3334892094135284,0.42514529824256897,0.1523815840482712,0.0889839008450508,0.0666279047727585,0.0640397295355797,0.1053646206855774,0.1043224781751633,0.0307387728244066,0.0584593415260315,0.0375586859881878,0.0543180629611015
 California,San Mateo County,98546.0,126824.0,52751.0,103682.0,121590.0,142911.0,121752.0,105938.0,0.0651348531246185,0.0767806842923164,0.2863920629024506,0.2626703381538391,0.4286096394062042,0.0223279651254416,0.5594329237937927,0.4405671060085297,0.3480128645896912,0.41317218542099,0.23881496489048,0.3242107927799225,0.4458755850791931,0.1648057252168655,0.0651079043745995,0.0676478147506714,0.0672092214226723,0.0421530231833458,0.0420127250254154,0.0221188310533762,0.0343921147286892,0.0332264043390751,0.0558599419891834
 California,Santa Barbara County,65161.0,83309.0,34247.0,75888.0,80965.0,83140.0,69568.0,69264.0,0.1394428312778473,0.1589584052562714,0.295987993478775,0.2682814598083496,0.3872138559818268,0.0485166721045971,0.469737321138382,0.5302626490592957,0.3410864770412445,0.3620177507400513,0.2968958020210266,0.3408400118350983,0.4274201095104218,0.1446992754936218,0.0870406180620193,0.0778313800692558,0.0719983503222466,0.0690296366810799,0.0647262781858444,0.0306276604533196,0.0435080751776695,0.0576382763683796,0.071886844933033
 California,Santa Clara County,101173.0,119765.0,51260.0,102448.0,121418.0,140304.0,111699.0,110744.0,0.0939128249883652,0.0927823781967163,0.2440698742866516,0.30890077352523804,0.40720480680465704,0.0398245453834534,0.5715284943580627,0.4284715056419373,0.3545319437980652,0.4020156264305115,0.2434524297714233,0.382375568151474,0.4164960086345673,0.1271676272153854,0.0739607885479927,0.0904578641057014,0.08710877597332001,0.0397730842232704,0.0353993289172649,0.0351251736283302,0.0523205325007439,0.0473235212266445,0.0656503215432167
 California,Santa Cruz County,70088.0,97548.0,33361.0,79782.0,85095.0,97635.0,79099.0,75898.0,0.137487068772316,0.1508167535066605,0.2765399217605591,0.2991225123405457,0.3930660784244537,0.031271506100893,0.4829988777637482,0.5170010924339294,0.3585202693939209,0.3709234595298767,0.2705563008785248,0.3223909735679627,0.4085532426834106,0.1627353578805924,0.106320433318615,0.0768454968929291,0.0777018964290619,0.0692762807011604,0.0853071138262749,0.03737032786011701,0.0639747008681297,0.0582775510847569,0.0726083964109421
 California,Shasta County,45582.0,56375.0,23746.0,52647.0,58360.0,66831.0,63782.0,72331.0,0.1747625768184662,0.1753615438938141,0.144405797123909,0.3766685426235199,0.3673650920391083,0.1115605533123016,0.3690125346183777,0.6309874653816223,0.3429630398750305,0.2626549005508423,0.3943820595741272,0.3763758540153503,0.3503872752189636,0.0965144708752632,0.17672237753868103,0.0875083431601524,0.077476792037487,0.0734326913952827,0.1021272242069244,0.0996194332838058,0.0645233318209648,0.0606400519609451,0.0866574794054031
 California,Sierra County,43984.0,,23641.0,57857.0,74420.0,94444.0,73750.0,,,0.1133700907230377,0.0,0.3486238420009613,0.5045871734619141,0.1467889845371246,0.4079253971576691,0.5920745730400085,0.3742038309574127,0.2675159275531769,0.3582802414894104,0.39449542760849,0.339449554681778,0.2660550475120544,0.0,,0.0470593757927418,,0.4499787092208862,,0.0,,0.0392156876623631
 California,Siskiyou County,38524.0,38281.0,21801.0,50532.0,47165.0,50864.0,45781.0,52841.0,,0.2201622724533081,0.0699728280305862,0.3770380318164825,0.375,0.17798912525177,0.3481054306030273,0.6518945693969727,0.3207866549491882,0.2440739721059799,0.4351393580436707,0.3790905177593231,0.2919676899909973,0.1049723774194717,0.2239693999290466,,0.1028494164347649,,0.1941416263580322,,0.036363635212183,,0.1172862946987152
 California,Solano County,69227.0,93542.0,38460.0,72491.0,82165.0,90139.0,88568.0,86218.0,0.1161069795489311,0.1272188425064087,0.226502999663353,0.3030885756015778,0.4013162851333618,0.0690921619534492,0.4664179086685181,0.5335820913314819,0.3677081763744354,0.3258296549320221,0.3064621686935425,0.3710298240184784,0.3803211152553558,0.1175990328192711,0.1310500353574753,0.0793844237923622,0.0724004432559013,0.0409307144582272,0.0586945712566376,0.0434306561946869,0.0614502653479576,0.0651767402887344,0.0983918607234955
 California,Sonoma County,66833.0,103598.0,36353.0,78810.0,84909.0,88521.0,78129.0,79808.0,0.0919514000415802,0.1122026890516281,0.2462198883295059,0.2983543872833252,0.4164798557758331,0.0389458611607552,0.4562661349773407,0.5437338948249817,0.3420081734657288,0.3705282509326935,0.2874635756015778,0.3598379492759705,0.41276907920837397,0.1430914998054504,0.0843014493584633,0.0689210817217827,0.0667640343308449,0.0931430235505104,0.0784321278333664,0.0404059216380119,0.0535289235413074,0.0452173724770546,0.0695108771324158
 California,Stanislaus County,51591.0,72190.0,27072.0,55013.0,59783.0,61179.0,62938.0,61543.0,0.1419815719127655,0.1824934780597687,0.1740957349538803,0.3717216849327087,0.3576805889606476,0.0965019762516022,0.4177367091178894,0.5822632908821106,0.358191579580307,0.286043792963028,0.3557645976543427,0.4163525700569153,0.3368090987205505,0.0945150926709175,0.1523232460021973,0.0991926118731499,0.1022775173187256,0.042893011122942,0.053684875369071995,0.0493538454174995,0.09085816890001301,0.1038451939821243,0.1374882906675339
 California,Sutter County,52943.0,68792.0,25124.0,57990.0,58890.0,65384.0,70052.0,65943.0,0.18836602568626395,0.1752535849809647,0.177491769194603,0.3528883457183838,0.3931956589221954,0.0764242261648178,0.39339295029640203,0.6066070199012756,0.3779601156711578,0.2736809253692627,0.3483589589595795,0.4016529023647308,0.3375574052333832,0.1074380129575729,0.1533516943454742,0.0698733925819397,0.1126944199204445,,0.0561550632119179,0.0390588231384754,0.0315426327288151,0.0859701484441757,0.1105295643210411
 California,Tehama County,40687.0,39306.0,23241.0,46790.0,45833.0,65884.0,46543.0,31484.0,,0.2148219645023346,0.0959005728363991,0.3576330840587616,0.3585605621337891,0.1879057735204697,0.4043508172035217,0.5956491827964783,0.3578528761863709,0.2356969267129898,0.4064501821994782,0.491906464099884,0.2787769734859467,0.0509592331945896,0.1783573180437088,,0.1081590503454208,,0.1322681307792664,,0.0221811458468437,,0.1262759864330292
 California,Trinity County,35270.0,,19292.0,48097.0,47736.0,34922.0,,46000.0,,0.2013593912124634,0.0709677413105965,0.3209677338600159,0.3564516007900238,0.2516129016876221,0.2716346085071564,0.7283653616905212,0.2969628870487213,0.2410948574542999,0.4619422554969788,0.5609284043312073,0.2630560994148254,0.0580270774662495,0.1179883927106857,,0.1089290380477905,,0.3670914769172669,,0.0412147492170334,,0.0989279672503471
 California,Tulare County,42789.0,48245.0,23889.0,46873.0,48649.0,49646.0,45618.0,44763.0,0.2518854439258575,0.2826247811317444,0.1525404751300812,0.3747627139091492,0.3513493537902832,0.1213474795222282,0.4347807466983795,0.5652192234992981,0.3706729114055634,0.2775412201881409,0.3517858684062958,0.4398141801357269,0.3218098282814026,0.0845057815313339,0.1538702100515366,0.1386198103427887,0.1379958540201187,0.07954614609479901,0.0768084824085236,0.0112800393253565,0.0643191263079643,0.0870240107178688,0.1056425422430039
 California,Tuolumne County,50731.0,88523.0,28245.0,56363.0,54944.0,76587.0,75240.0,114844.0,,0.14225111901760099,0.1401952058076859,0.3889381885528565,0.3652765452861786,0.1055900603532791,0.3392801880836487,0.6607198119163513,0.2946157157421112,0.2320885807275772,0.4732956886291504,0.3377135396003723,0.3722076117992401,0.053219448775053003,0.2368593961000443,,0.0851305201649666,,0.261464387178421,,0.0097645027562976,,0.1159381046891213
 California,Ventura County,78593.0,94694.0,40469.0,83836.0,94917.0,101885.0,88129.0,86349.0,0.0948050245642662,0.1063877642154694,0.2778269350528717,0.2986491918563843,0.3857134282588959,0.0378104187548161,0.4755085706710815,0.5244914293289185,0.3570427596569061,0.3514626324176788,0.2914945781230927,0.3293555974960327,0.4327693581581116,0.1443700939416885,0.0935049429535866,0.0625253170728683,0.0673103183507919,0.0549136474728584,0.0481389537453651,0.0432936549186707,0.0504063665866852,0.0493392162024975,0.0743457078933716
 California,Yolo County,57663.0,72917.0,28538.0,67798.0,68562.0,72486.0,68489.0,72988.0,0.2015845030546188,0.1930019557476044,0.1740052849054337,0.302374929189682,0.4403166472911835,0.0833031535148621,0.4639081060886383,0.5360919237136841,0.344192773103714,0.3674129843711853,0.2883942723274231,0.3305322229862213,0.432928740978241,0.1180361062288284,0.1185029596090317,0.0666892156004906,0.0820501670241356,0.0526527240872383,0.0487852729856968,0.0169940404593945,0.0527784824371338,0.0615059062838554,0.0793037340044975
 California,Yuba County,48739.0,84253.0,23825.0,55050.0,53452.0,57364.0,54970.0,56599.0,0.1484376043081284,0.2077564299106598,0.1152589246630669,0.4181749522686005,0.3262946307659149,0.1402714997529984,0.402671754360199,0.597328245639801,0.3528620302677155,0.2652886509895325,0.3818493187427521,0.4113938808441162,0.3060938715934753,0.0889563411474228,0.1935559213161469,0.1029558256268501,0.1088471487164497,,0.0839544907212257,0.0478927195072174,0.0716112554073334,0.0825839787721634,0.1189912855625153
 Colorado,Adams County,61444.0,76086.0,35249.0,65449.0,74072.0,77899.0,75121.0,67408.0,0.1174293980002403,0.1289520710706711,0.2339766919612885,0.2901796698570252,0.4373229742050171,0.0385206751525402,0.60561203956604,0.39438796043396,0.3349319100379944,0.44062447547912603,0.2244436144828796,0.3497540652751923,0.42776528000831604,0.15461166203022,0.0678689926862717,0.0988584607839584,0.0796748697757721,0.033348735421896,0.0430271364748478,0.0243087559938431,0.0502332262694836,0.0381543189287186,0.0609864331781864
 Colorado,Alamosa County,32385.0,108571.0,17093.0,38088.0,66528.0,34375.0,44531.0,43482.0,,0.3135893046855927,0.1290550082921982,0.5225669741630554,0.2207334339618683,0.1276445686817169,0.4173098206520081,0.5826901793479919,0.31754031777381897,0.2883064448833466,0.3941532373428345,0.2479452043771744,0.4479452073574066,0.1547945141792297,0.1493150740861893,,0.1328947842121124,,0.1162306740880013,,0.0469483584165573,,0.0869752764701843
 Colorado,Arapahoe County,66288.0,93088.0,38048.0,74260.0,83308.0,95503.0,83286.0,80478.0,0.0892989337444305,0.1068423017859459,0.1946430802345276,0.3062576055526733,0.4615972340106964,0.037502046674489996,0.6195873618125916,0.3804126381874085,0.35670590400695795,0.431437611579895,0.2118564993143082,0.3376345336437225,0.4528296887874603,0.1485516875982285,0.0609840974211693,0.0673083588480949,0.0628388747572899,0.0414364747703075,0.0435214042663574,0.0376299731433392,0.0428834371268749,0.0377981998026371,0.0601618476212025
 Colorado,Archuleta County,45607.0,,26587.0,54742.0,61297.0,67889.0,36349.0,94321.0,,0.1121212095022202,0.2150259017944336,0.4002590775489807,0.3393782377243042,0.0453367866575718,0.5360195636749268,0.4639804661273956,0.3173322081565857,0.273152083158493,0.4095157086849213,0.2928802669048309,0.4498381912708283,0.1634304225444794,0.0938511341810226,,0.0422923937439919,,0.390407145023346,,0.0813186839222908,,0.0672999545931816
 Colorado,Baca County,37477.0,,21857.0,45216.0,51563.0,50179.0,65250.0,51406.0,,0.1799602657556534,0.0669456049799919,0.3598326444625855,0.5355648398399353,0.0376569032669067,0.5136186480522156,0.48638132214546204,0.3124018907546997,0.3469387888908386,0.3406593501567841,0.3096774220466614,0.5870967507362366,0.0387096777558327,0.0645161271095276,,0.0902992784976959,,0.3081056773662567,,0.0,,0.0371014475822449
 Colorado,Bent County,34773.0,44583.0,20542.0,41892.0,31250.0,44875.0,27679.0,,,0.2524765729904175,0.1116625294089317,0.372208446264267,0.3672456443309784,0.1488833725452423,0.3976143002510071,0.6023856997489929,0.3829113841056824,0.1487341821193695,0.4683544337749481,0.3351648449897766,0.1043956056237221,0.06593406945467,0.4945054948329926,,0.0918434485793114,,0.2070223391056061,,0.015625,,0.0786206871271133
 Colorado,Boulder County,72282.0,130330.0,36618.0,82937.0,89052.0,120463.0,99675.0,77109.0,0.11000856757164,0.134319543838501,0.191655695438385,0.3169848620891571,0.4568795263767242,0.0344799198210239,0.582442045211792,0.41755795478820795,0.3227435052394867,0.4662683606147766,0.2109881341457367,0.323494553565979,0.4308968186378479,0.1748828142881393,0.0707257986068726,0.0628849267959595,0.0627018958330154,0.06750887632369999,0.050983652472496,0.021749684587121,0.0343259833753109,0.0467311032116413,0.0560232549905777
